Genome,jk18x11,jk18x1bz,jk18x22,jk18x25,jk18x27,jk18x34,jk18x40,jk18x44,jk18x7,jk18x8,jk18x9,jk18xA,p16x33,p16x34,p16x43,p16x44,p16x57,p16x60,p16x63,p16x65
p16x60bins.57,0,0,0.04926401,0.02225656,0.026002526,0.15711918,0.018174313,0,0.008229722,0,0.008509908,0,0.092232615,0.1612194,0.32449552,0.097495,0.1462709,1.5546074,0.15446468,0.11400745
p16x44bins.19,0.035861827,0.019234778,0.20027708,0.22811034,0.2155229,0.27888933,0.06908776,0.013140741,0.13077344,0.05195471,0.2122531,0.07895595,0.089707546,0.1940548,0.51579094,0.2170191,0.13257065,0.3649108,0.1106213,0.080427624
p16x33bins.66,0.010847535,0.04413556,0.047974337,0.04803157,0.1729573,0.064647496,0,0,0.019774603,0,0,0,3.3033993,0.01102922,0.071569,0.1180356,0,0,0.108119406,0.10781387
jk18x27bins.72,0,0,0.014255446,0.012228548,0.5164943,0.27760997,0.024144102,0,0.011674082,0,0,0.010441023,0.015212396,0,0.037392773,0.015554877,0,0.06307162,0.018583832,0
jk18x7bins.70,0.073240854,0,0.026255341,0.06860857,0.12609205,0.019370465,0.024342803,0.011259459,0.12208542,0.09963193,0.06527632,0,0.07972293,0.03643238,0.021483544,0.0056690606,0.057105593,0.047044456,0.043300904,0
jk18x34bins.15,0,0,0.02162335,0,0.42453453,1.6025274,0,0,0.024108533,0,0.02545492,0.017865848,0,0,0,0,0,0.015049118,0.025994595,0.018944386
jk18x8bins.27,0.031566698,0,0,0.07318184,0,0,0.035327163,0.030731956,0.066038564,0.6355505,0,0,0,0,0,0,0,0,0,0
jk18x9bins.56,0.014345663,0,0.011761626,0,0,0.04623385,0.029308617,0,0.38118008,0.008807473,0.46197194,0,0,0,0,0,0.022225913,0,0.02869494,0.02086097
p16x63bins.44,0,0,0.36962783,0,0,0,0.027616836,0,0,0,0,0.028670095,0,0,0,0,0,0,0.55773467,0.6423175
p16x43bins.65,0.13602723,0,0.12485792,0.40490207,0.37987196,0.06454488,0.01083787,0,0.32401457,0.20420119,0.4387887,0,0.014852385,0.017194038,0.28857473,0.15536673,0.04802153,0.15261355,0.045932315,0.019612314
p16x57bins.40,0,0,0.058957472,0.0081087835,0.031928446,0,0,0,0,0,0,0,0.15830114,0.08505924,0.017712288,0.00962945,0.17086636,0.25013804,0,0
p16x33bins.23,0,0,0,0,0,0,0,0,0,0,0,0,1.1466573,0,0,0,0.786413,0.5912414,0,0
jk18x25bins.8,0,0,0.24652568,0.60973936,0.028121881,0,0.074920006,0.01572528,0.0050813067,0,0,0,0,0,0.016398748,0.0073390603,0,0,0.018077329,0.008934446
jk18x27bins.44,0.006726396,0,0.31394345,0,0.41544393,0.5817673,0.033917792,0.010573658,0.23684336,0.018970596,0.11453483,0,0.1826091,0.1553452,0,0,0.19386804,0.03817324,0.4042539,0.14741586
p16x34bins.62,0.008632107,0,0.011078748,0.019085739,0.07439936,0.052424327,0.07643561,0.018561881,0.06711521,0.02499035,0.10099027,0.01777794,0.087593116,0.21834545,0,0,0.1612896,0.089337446,0.060820412,0.016245147
jk18x22bins.35,0.011752186,0,0.5042667,0.23584236,0.28422424,0.09426419,0.059495464,0.03762655,0.03885291,0.030554919,0.020751813,0.010153617,0.08172969,0.12162259,0.062013626,0.048208963,0.4596177,0.46192187,0.12098664,0.013538658
jk18x22bins.101,0,0,0.8036795,1.1277926,0,0,0,0.022715596,0,0,0,0.012446541,0,0.093341745,0,0,0.89575815,0,0,0
jk18x34bins.42,0.021012083,0,0,0,0.12844439,0.24599338,0,0,0.017238509,0.010366008,0.036766555,0,0,0,0.0104812,0.014543748,0,0,0.0978658,0.1762066
p16x44bins.17,0,0,0.022095056,0.021594124,0,0,0,0,0,0,0.0063532293,0,0,0,0.023594625,0.24608235,0,0.16853316,0,0
p16x65bins.49,0,0,0,0.075757876,0.13032135,0.03323101,0.07228327,0.023538888,0.040991742,0,0,0,0.26293403,0.8919495,0.21193214,0.06522025,0.15120235,0.073270686,0.2707768,1.5903285
p16x63bins.43,0.008542231,0,0,0.061930604,0.09183334,0.04164807,0,0,0.022790698,0,0,0.023229761,0.21322943,0,0.0626121,0.0851301,0,0,1.2989497,1.5382766
jk18x27bins.7,0.01208708,0,0,0,0.46756116,0,0.043297827,0.025266945,0.051886316,0.02206809,0.11281941,0,0,0,0.04153129,0.028184215,0.03036322,0.0403179,0,0
jk18x1bzbins.42,0,0.53764874,0,0.023987444,0,0,0,0,0.015509339,0,0,0.18708764,0,0,0.0277847,0.010041812,0,0,0.021391416,0.034434203
jk18x1bzbins.41,0,0.6632809,0.017862622,0,0,0,0,0,0.011362385,0,0,0.020740638,0.030417165,0.01673159,0,0,0,0,0,0
jk18x25bins.39,0.010969333,0.031526078,0.03780706,0.6373332,0.049625464,0.026265299,0.06504549,0.011559714,0.07861273,0.026021589,0.12155246,0.026356574,0.034316756,0,0,0,0,0,0.04554325,0.009942613
jk18x9bins.84,0.08707619,0,0.019080335,0.0220771,0,0,0.016567606,0,0.16703972,0.11503176,0.4946337,0,0,0,0,0,0,0,0,0
jk18x9bins.57,0.08981876,0,0.020599257,0,0.04966998,0,0,0,0.40048808,0,0.81957304,0.01642449,0,0,0.0636473,0.027017707,0,0,0.012311835,0
jk18x7bins.26,0.06250533,0,0.017397543,0.01768035,0.1164731,0.020715691,0.01783031,0,0.9485643,0.13631876,0.3281485,0.011530316,0,0.015351067,0,0,0,0,0,0
p16x60bins.31,0,0,0,0,0,0,0,0,0,0,0,0,0.039481647,0.04500985,0.40904155,0.07934043,0.3670535,0.5479582,0,0
p16x34bins.53,0,0,0.06496677,0.21057464,0.13427638,0.10206863,0,0,0,0,0,0.010365219,0.17647944,0.35458854,0.015511452,0,0,0,0,0
jk18x7bins.108,0.019686086,0,0.02734536,0,0,0,0.021443322,0,0.43359607,0.05065206,0.6258773,0,0,0,0,0,0,0,0,0
p16x34bins.54,0.5715836,0.3237036,0.17947613,0.21726741,0.3645476,0.54797775,0,0,0.2119032,0.3809929,0.17621367,0.20747025,6.2724357,4.3043447,0.22717498,0.23257293,0.7712523,0.84754527,0.60602075,0.46490005
p16x60bins.55,0.018334506,0,0.042227983,0.026229095,0.028927049,0.03481587,0.0141309835,0,0.025624903,0.028013168,0.106026076,0.008327008,0.060753316,0.075881384,0.09576275,0.044427823,0.04084672,0.40606236,0.031228082,0.01590282
jk18x44bins.8,0.005026129,0,0,0,0.0206162,0,0.7674444,0.41414934,0.039192233,0.009254235,0.06325427,0.015797148,0,0,0.020219551,0.012450582,0.008475724,0.011471379,0,0
jk18x7bins.5,0.0057102023,0,0.021130756,0,0.0089327935,0,0.014923762,0,0.11441489,0.04168,0.099531576,0,0.08202613,0,0.012725856,0.006877496,0,0.0064993887,0.015402373,0.012689809
p16x43bins.30,0.010300082,0,0.013534769,0.04271594,0.054788843,0.0310154,0.10788551,0.017318105,0.08669555,0.028761657,0.120408274,0.052133985,0.044021472,0,0.54728,0.22272786,0,0,0.06449491,0.015447318
jk18x40bins.40,0,0,0,0.0433609,0.022912972,0,0.43747944,0.083903655,0,0,0,0.020948622,0,0,0.011724956,0,0,0,0.025403082,0.013938984
jk18x40bins.9,0,0,0,0.37084118,0.061777905,0.015749654,2.4408207,0.6470347,0.048933282,0,0.0066046175,0,0.07181565,0.3778356,0.05761102,0.017160028,0.058422975,0.029726373,0.08339325,0.053884525
p16x43bins.54,0,0,0,0.034161616,0.028827291,0.08081541,0.020378867,0,0.003827637,0,0.013175306,0,0.17404157,0.07409624,0.72573614,0.21189357,0.022168688,0.082376145,0.028998856,0.032552823
jk18xAbins.40,0.019575547,0,0.020585608,0.02626264,0.010535367,0.008872616,0,0,0.028911764,0.024408597,0.010222764,0.21939683,0,0,0.018361852,0,0.01174102,0.01623477,0,0
jk18x1bzbins.11,0.0060374676,0.5583356,0.052765504,0.019058466,0.038123816,0.055789284,0.0222901,0,0.022898652,0.010699087,0.020954615,0.12867591,0.06117194,0.12969469,0.08090767,0.017472928,0.03864384,0.072117664,0.08346795,0.029199446
jk18x22bins.2,0,0,0.42340538,0.1687181,0.011495778,0.024956467,0,0,0.013188384,0,0,0.015169503,0.009029972,0.03404112,0.008527421,0,0,0,0,0
jk18x1bzbins.34,0,0.42649022,0.035960525,0.079367295,0,0.0155367525,0.0175326,0,0.010493659,0,0,0.04705984,0,0,0.028461685,0.010517699,0.014187391,0.019061545,0.04114269,0.03107759
p16x57bins.24,0,0,0.029237743,0.1769873,0.074774705,0,0.02636973,0,0.01841329,0,0,0.02207921,0.32160735,0.43098462,0.18407919,0.061805867,0.272411,0.3290455,0.038765077,0.02543896
jk18x1bzbins.63,0,1.7048514,0.009936918,0.09344957,0,0,0.041798014,0.029198036,0,0,0,0,0,0,0,0,0,0,0,0
p16x60bins.17,0,0,0.019728744,0.02104367,0,0.07157987,0.010684088,0,0.004781367,0,0,0,0.0376836,0.05456413,0.021565724,0.0138127105,0.0056890654,0.41093883,0,0
jk18xAbins.25,0,0,0.053918652,0.006046308,0.018041823,0.0037804584,0.03292634,0.010772502,0,0,0,0.29014295,0,0.05344605,0.02910112,0.012487232,0,0.014889197,0.03603256,0.026031606
jk18xAbins.42,0,0,0.17603536,0.21314101,0,0,0,0,0.11922363,0,0.023509886,1.918403,0,0,0.028080735,0.037595924,0,0,0.066059865,0.017515147
jk18x22bins.85,0,0,0.2995101,0.008552955,0,0.01265716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jk18x9bins.85,0.2551655,0,0,0,0,0,0,0,1.6450758,0.10435457,0.21011709,0,0,0,0,0,0,0,0,0
p16x43bins.55,0.024197126,0.1078975,0.12453881,0.013644325,0.053146716,0,0.021273801,0,0.060678676,0.029151682,0.10497207,0.055500504,0.25822294,0.6311209,0.68449324,0.24893424,0,0.0149078,0.08871792,0.04879883
p16x60bins.27,0,0.022640856,0.040352516,0.04775109,0.016412325,0.017051788,0,0,0.022225562,0,0.059224308,0.009888255,0.0707424,0.052221883,0.09394711,0.03233649,0.28649974,0.4007129,0.048200287,0.031824335
jk18x1bzbins.77,0,0.3142894,0.081306025,0.018813558,0.031469293,0.016960077,0.2549902,0.03353067,0.018348405,0.012464032,0.025066514,0.075494565,0,0,0.09195756,0.02650152,0.008445613,0.014982896,0.03230443,0.011957267
jk18x1bzbins.37,0,0.3270372,0.108737424,0.14574893,0,0,0,0,0,0,0,0,0,0,0.03366654,0.012801856,0,0,0,0
jk18x40bins.18,0.0068444824,0,0,0,0.032034744,0.019819548,0.61989605,0.11390071,0.031945124,0,0,0,0,0,0,0,0,0,0,0
p16x33bins.71,0.017011017,0.2387439,0.08307064,0.08003798,0.07218818,0.0815225,0.089291,0.010561523,0.04997845,0.017486274,0.07715212,0.1577573,0.41634315,0.07036752,0.09157637,0.031177714,0.054059606,0.045706727,0.11879342,0.055577476
jk18x1bzbins.48,0.024675177,0.5359488,0.17390424,0.16277713,0.09197405,0.09018098,0.2181592,0.038925413,0.06429967,0.033927176,0.025678666,0.11514509,0.12750362,0.0168159,0.19050452,0.064685285,0.14025721,0.09133156,0.158558,0.07527734
p16x44bins.9,0,0,0.07369585,0.06762634,0,0,0,0,0,0,0.009445069,0,0.06646993,0.010888614,0.197493,0.37694383,0.032347277,0.06823294,0,0
jk18x25bins.29,0.058929164,0.016000442,0.054142885,0.22933221,0.05225674,0.11399448,0.033562895,0.012761257,0.074202746,0.06185694,0.04971702,0,0.1847731,0.258269,0,0,0,0,0.09108045,0.05173604
jk18x25bins.70,0,0,0.26812783,0.38807687,0.106256224,0.10337805,0,0,0,0,0,0,0,0,0.094136365,0.030962847,0.033907346,0.063778974,0.058725886,0.04006016
jk18x7bins.9,0,0,0,0,0,0,0,0,0.63358754,0,0.024738997,0,0,0,0.010731112,0.0068347044,0,0,0,0
jk18x9bins.27,0.034501422,0,0,0.021103853,0.07122964,0.05201472,0,0,0.8613487,0.035789162,0.68173546,0,0,0,0,0,0,0,0,0
jk18x40bins.16,0,0.11514428,0,0.017313367,0.0066736946,0,0.45355284,0,0,0,0,0,0,0,0,0,0,0,0.1910231,0.06509703
jk18x9bins.15,0.0076016025,0,0,0,0.008342399,0,0.073904835,0.06854556,1.117776,0.07775341,1.4424489,0,0,0,0,0,0,0,0,0
p16x43bins.45,0,0.6515677,0,0.012694774,0,0,0,0,0,0,0,0,0,0,1.9364667,0.6951236,0,0,0,0
jk18xAbins.50,0,0,0,0,0.02131556,0,0.016348867,0.026851427,0,0,0,0.79343003,0,0,0,0,0,0,0,0
jk18x9bins.61,0.055964567,0,0,0.09252091,0,0,0,0,1.9441108,0.21379708,1.1545337,0,0,0,0,0,0,0,0,0
jk18x34bins.47,0,0,0.017118525,0.0057740556,0.017404713,0.34143683,0.015260545,0,0,0,0,0,0.020103633,0,0.041344028,0.01879891,0.02956724,0.027974945,0.009769112,0
p16x34bins.28,0,0,0,0,0,0,0,0,0,0,0,0,0,2.948363,0,0,0,0,0,0
p16x60bins.67,0,0,0.066152856,0.05936538,0,0,0,0,0,0,0.0075681694,0,0.049002394,0.008348179,0.050856166,0.07560455,0.27135825,0.5552729,0,0
p16x34bins.43,0.03130186,0.0465313,0.035643563,0.028232655,0.028326571,0.037091494,0.10240954,0.018423649,0.050920554,0.05896616,0.08648796,0.03356778,0.14692776,0.6423539,0.13348375,0.050254837,0.13219254,0.17610823,0.070749894,0.044639207
jk18x25bins.82,0.005799893,0.11921239,0.14747833,0.35464272,0.049663693,0.04765349,0.072532505,0,0.02934483,0.008176883,0.029241435,0.05749697,0.036666933,0.050527703,0.11653627,0.03526642,0.025031041,0.037437055,0.1970414,0.09695727
jk18x1bzbins.27,0,0.25988913,0.13628224,0.041305453,0.009962227,0,0.023255521,0.0072086,0.024689548,0,0.019450732,0.19545498,0,0,0.114395835,0.040656626,0,0,0.11455642,0.19421807
jk18xAbins.31,0,0,0.026909571,0,0.07617805,0.13324775,0,0,0.031720307,0,0.035821468,0.3576984,0.0060696206,0,0,0,0.009823711,0.020566892,0.031992503,0.0234584
jk18x27bins.16,0.016568512,0.04403836,0.032196436,0.0976738,1.4679161,0.57224613,0.08086295,0.039391022,0.07299453,0.028458126,0.06156359,0.021577682,0.06723556,0.02611531,0.043190785,0.026084974,0.042037513,0.02561411,0.06367169,0.12620118
p16x63bins.20,0,0,0.12686235,0.15132178,0.026859585,0,0.07498827,0.014319564,0.0064559435,0,0,0,0,0,0.01703942,0.008005404,0,0,0.24924353,0.11733141
p16x63bins.3,0.0042874855,0.012591106,0.01977793,0.0129802795,0.026071344,0.04650717,0.012911367,0,0.0078064757,0.008355316,0.020864129,0.009264331,0.028155165,0,0.08991172,0.038736332,0.026612367,0.010691377,0.3131541,0.020613825
jk18x1bzbins.60,0,1.1032393,0,0.17479974,0.13636285,0.4632352,0.056724727,0.009291007,0,0,0,0,0.037883587,0,0,0,0,0,0,0
jk18x11bins.26,0.15332891,0,0.012579381,0.018841505,0,0.044753544,0.03344585,0,0.048116878,0.06770404,0.05949108,0,0,0,0,0,0.020495836,0,0.026877418,0.019611979
jk18x22bins.97,0,0,0.52975696,0.24672985,0.05155589,0.030643687,0.05274487,0.0077123414,0.020597743,0.01179905,0.026904918,0.018740514,0.014264381,0,0.08948908,0.025610473,0.010663416,0.017756678,0.045574903,0.01399406
p16x34bins.47,0,0,0.017266765,0.020034961,0,0.08329152,0.011829221,0,0.005919074,0,0,0,0.068742715,0.33252758,0.023127016,0.014195562,0,0.11508612,0,0
jk18x7bins.101,0,0,0,0,0,0,0.027108187,0,1.5091968,0,0,0,0,0,0,0,0,0,0,0
jk18x1bzbins.53,0,0.598149,0.018170869,0.026200416,0,0.013653712,0,0,0.03991735,0,0.11750392,0.028182825,0.019474372,0.014544615,0.022540621,0.008061788,0,0,0.013798288,0
jk18x25bins.17,0,0.056904685,0.28350982,0.3877383,0.0935388,0,0.18444929,0.028462209,0.010985156,0,0,0.050376218,0,0,0.02618062,0,0,0,0,0
jk18x7bins.23,0.14540176,0,0,0,0,0,0.019894253,0,3.923772,0.039981842,10.3137865,0,0,0,0,0,0,0,0,0
p16x65bins.51,0.007097021,0.0062257852,0.043563988,0.08543118,0.087360755,0.08254768,0.08773796,0.007941376,0.031130962,0.015721707,0.028386066,0.042552423,0.06640112,0.053156354,0.026776055,0.009718818,0.15906423,0.37049514,0.5559122,0.3444498
jk18x22bins.65,0.5267524,0.6654506,1.9594659,1.443801,0.16716461,0.2515189,0,0,0.39964557,0.45745543,0.2595726,0.13682553,0.10862347,0.07176951,0.46805257,0.6323199,1.7860649,1.956972,0.30504003,0.2353136
jk18x25bins.61,0,0,0.5264734,2.1089263,0.019480763,0.042366207,0,0,0.017280048,0,0.017250543,0,0.013826785,0.0099339895,0.04295122,0.051065065,0.064225346,0.12793416,0.00562153,0
jk18x9bins.35,1.9271636,0,0.10503879,0.15086003,0,0,0,0,0.2080094,0.731202,0.52821386,0.01708627,0,0,0.019643454,0.039258283,0,0,0.02570799,0
jk18x27bins.56,0.022103172,0.14204492,0.16479431,0.13682848,0.30344877,0.10469002,0.19931759,0.034929127,0.06050269,0.03207111,0.024707334,0.11418837,0.109745815,0.014779665,0.17395525,0.060387906,0.12237764,0.07274417,0.16271421,0.07749634
p16x44bins.48,0,0,0,0.07627228,0.13631989,0.036601864,0.065462574,0.021941517,0.036476944,0,0,0,0.2880834,0.9802895,1.3913692,0.45484245,0.16451655,0.07900237,0.2909752,0.22294292
jk18x1bzbins.73,0,1.5356812,0.028847462,0.09717354,0,0.04059001,0.021268118,0,0.0052624024,0,0.006605335,0.017902786,0,0,0,0,0.01937023,0,0.02412004,0.018578352
jk18x34bins.59,0.052405834,0.018004479,0.26992506,0.37658122,0.16425303,0.5983387,0,0,0.0953037,0.059336606,0.13930522,0.02787936,0.019628633,0.030396061,0.20353438,0.06620649,0.037756518,0.1177315,0.1271851,0.121616125
jk18x7bins.79,0.087518245,0,0.0060796137,0,0,0,0,0,0.36148238,0.01794903,0.23664477,0,0,0,0,0,0,0,0,0
jk18x7bins.36,0,0,0,0,0,0,0,0,2.2245033,0,0,0,0,0,0,0,0,0,0,0
jk18x7bins.59,0.055018574,0.06703021,0.065855056,0.053624053,0.0382626,0.059695855,0.07591099,0.011993651,0.26256168,0.07502043,0.1444053,0.05586716,0.0499399,0,0.09803867,0.04317798,0.04527667,0.048757438,0.06996219,0.042728364
jk18x34bins.26,0.040167976,0.017972715,0.03050499,0.054014277,0.057977438,1.2083268,0.06278711,0.0121126035,0.04369333,0.029947437,0.034240127,0.025041975,0.018075557,0.06756885,0.021636322,0,0,0.019497812,0.01802701,0
jk18x11bins.22,0.19311902,0,0,0,0.022114545,0.021282757,0,0,0.03998603,0.063972585,0.098673925,0,0,0,0,0.0064684004,0,0,0.019546716,0.033650205
p16x33bins.72,0.0051022563,0.0395388,0.08782826,0.044165816,0.08421258,0.054529864,0.051473774,0.007052809,0.03046374,0.012116282,0.04173714,0.04543118,0.31849086,0.25784197,0.07132883,0.030992284,0.06897411,0.10547601,0.10281222,0.10337284
p16x65bins.53,0,0.03314992,0.050565545,0.027872248,0,0,0,0,0,0,0,0,0.041729975,0.0118706655,0.017282708,0,0.046573862,0,0.5139686,0.43147993
jk18x9bins.40,0.0063122525,0,0.036438975,0,0,0,0.029303143,0,0.16474384,0.11617069,0.48938316,0.028223475,0,0,0,0,0,0,0.03170013,0.018105034
jk18x11bins.4,0.18558408,0,0,0,0,0,0.0902598,0.013362189,0.12688433,0.11998889,0.1649476,0,0.052241243,0,0,0,0,0,0,0
jk18x25bins.66,0,0.032446496,0.027916193,0.29186854,0.06913394,0.025479587,0.23287211,0.03392711,0.012678542,0,0,0.030926997,0.035304178,0.02272033,0.11767662,0.039479833,0.055330846,0.03325822,0.08962104,0.039048728
jk18x27bins.63,0.0060273237,0.027354786,0.07738978,0.06700883,0.3114837,0.11648594,0.05050096,0.0076111173,0.0072651003,0.009758946,0.010196948,0.007817101,0.1727909,0.04017215,0.11264969,0.040478498,0.04150868,0.050374836,0.109749466,0.018917462
p16x34bins.64,0,0,0.007856463,0.008901067,0.017796665,0,0,0,0,0,0,0,0.54119754,0.64082766,0.012275424,0,0,0,0,0
p16x34bins.9,0,0,0.06463727,0,0.10215992,0.19591227,0.15249287,0,0.05587098,0,0,0,1.5356225,2.4351091,0.18962845,0.084404916,0.23405933,0.17399698,0.18225133,0.19244336
p16x65bins.41,0,0,0.056618333,0.07940234,0.10756869,0.109599724,0,0,0,0,0,0,0,0,0.0943628,0.031441648,0.025580501,0.049175125,0.25880048,0.17661461
p16x34bins.37,0.019710291,0,0,0.017164724,0.108490385,0.29387158,0,0,0.014497623,0.017553024,0,0,0.048116952,0.49496442,0,0,0.21446823,0.5120577,0,0
p16x44bins.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4704888,0.26164475,0,0,0,0
jk18x7bins.24,0.08260191,0,0.090549715,0.053125627,0.016038114,0.6807368,0.28319004,0.28679454,2.2539227,0.07859851,0.70759106,0,0.01476797,0.076524496,0.060064364,0.018177368,0,0.0067446055,0.015508015,0.014034219
jk18xAbins.6,0,0.04259213,0.020079512,0.05459809,0.03654901,0.10353825,0.028940907,0,0.0095802285,0,0.010991201,0.5035019,0,0.014116569,0,0,0.01798697,0,0.024546063,0.01904768
p16x43bins.48,0,0,0.015464653,0,0.063041784,0.051532842,0,0,0.010186133,0,0,0.012936263,0.022024201,0.010894893,0.45841375,0.16317208,0.022179728,0.036214754,0,0
jk18x22bins.39,0.014005524,0,1.9408411,0.03946882,0.044002883,1.4941155,0.20792645,0.20918825,0.083856925,0.014406491,0.05510175,0,0.051552836,0.11270374,0.26994184,0.096501775,0,0.019552942,0.05158204,0.050903007
jk18x7bins.45,0.011535292,0.032868564,0.024191583,0.07722434,0.013011135,0.027171941,0.051509503,0.008158108,0.17663339,0.018473594,0.31489024,0.009814882,0.016786166,0,0.06420532,0.020512015,0.04631196,0.058479752,0.022013944,0.013398281
p16x43bins.4,0,0,0.14148621,0.110289454,0,0,0,0,0.11285112,0,0.02332962,0.057850234,0,0,0.5996463,0.5411047,0,0,0.06382287,0.017785463
jk18x34bins.29,0,0,0.015781285,0.02074111,0,0.5758304,0.012702057,0,0.0065802755,0,0.010508682,0,0.02816365,0.045506317,0.029904332,0.020375451,0,0.11199138,0,0
jk18xAbins.24,0,0,0,0,0.016746558,0,0.015304093,0.025892112,0,0,0,2.0609257,0,0,0,0,0,0,0,0
jk18x7bins.52,0.031833623,0.060172666,0.0167809,0.044078104,0,0,0,0,0.22106673,0.04805602,0.18414137,0.023721095,0,0,0,0,0,0,0,0
p16x60bins.37,0.0120517695,0,0.03155441,0.05625412,0.17597286,0.037674826,0.034034595,0.017363269,0.018842561,0.017845195,0.013953675,0,0.13182285,0.078924336,0.033641916,0.008992718,0.119521946,0.5707136,0.075709574,0.008208654
jk18x22bins.20,0,0,0.54017556,0.4812966,0.01665639,0.027771942,0.024178883,0,0.011694722,0,0,0,0.014025962,0,0.061748996,0.025291732,0.031207021,0.1195643,0.015511503,0
p16x43bins.13,0,0,0.06502411,0.070393115,0.0143308835,0,0.037657358,0.007933625,0.00633382,0,0.009990879,0,0,0,0.2247205,0.08482455,0,0.016312752,0.008112215,0
jk18x27bins.67,0,0,0.12973855,0.043782726,0.5974117,0.47116414,0.018567065,0,0.0061906334,0,0.007318554,0.028494522,0.040134333,0.06785298,0.058143344,0.014890017,0.1205109,0.054341488,0.13926478,0.09807468
jk18x25bins.18,0,0,0,1.7144932,0.24521166,0,0.1766438,0.018031301,0.080272235,0,0,0,0,0,0,0,0,0,0,0
p16x44bins.42,0,0.053376246,0.012201712,0.08983209,0,0,0,0,0,0,0,0,0.019673273,0,0.9698066,0.27662155,0,0,0.07703871,0.03245776
jk18x22bins.106,0,0,0.453506,0,0.10004239,0.009187683,0.14638953,0.118664145,0.058689144,0.009610743,0,0,0,0,0.01980779,0.0064276173,0,0,0,0
jk18x34bins.53,0,0,0.05654857,0.07935107,0.11767176,0.55901617,0,0,0,0,0,0,0,0,0.100371726,0.03353171,0.024778347,0.04809969,0.060269386,0.04136872
jk18x27bins.53,0.034601048,0,0.07443285,0,0.9701524,0.29944566,0,0,0.29808003,0.053993974,0.14377867,0,0,0,0,0,0,0,0.01574836,0
jk18x34bins.19,0,0,0.022462104,0,0.025336012,0.4432031,0.022075262,0,0.022612367,0,0.027956529,0,0.024389694,0.03718408,0.017553218,0,0.024846446,0.027916377,0.028878983,0.03177465
jk18x27bins.11,0.025873045,0,0.04908576,0.031436022,0.43287992,0.65506464,0.014801591,0,0.03284889,0.037204314,0.13893728,0.009125017,0.02818815,0.034232233,0.044672687,0.0189559,0.016379476,0.050631765,0.057192642,0.028606027
jk18x22bins.14,0.0048795138,0,2.3775094,0,0.046208426,0.5826475,0.034589555,0.011142982,0.18291444,0,0.06906331,0,0.19318473,0.17303596,0,0,0.20583904,0.040478975,0.42226058,0.15506819
p16x60bins.49,0.007892011,0,0,0.013801913,0.04875698,0,0.034025364,0.020789161,0.048268467,0.014087622,0.07450957,0,0,0,0.030075304,0.019199355,0.3688649,0.47506657,0,0
p16x63bins.70,0,0.021042004,0.043845765,0.049358808,0.01722424,0.022941576,0.014304334,0,0.021074463,0,0.051305257,0.010840336,0.09574735,0.07260901,0.072889276,0.025866022,0.038575757,0.054842327,0.26874176,0.186392
jk18x27bins.66,0,0.038346272,0.06853542,0.040558517,0.5314464,0,0.0076468266,0,0.026529364,0,0.026503254,0.018625129,0.027806891,0.030248037,0.020880325,0.032934297,0.048904072,0.10910041,0.038445663,0
jk18x34bins.43,0.022510238,0.04438255,0.06589964,0.13732366,0.16412018,0.4761978,0.08266358,0.022279307,0.05556504,0.027873581,0.09861584,0.031518474,0.040446557,0.08341067,0,0,0.035191014,0.050629973,0,0
jk18x1bzbins.24,0,0.50229824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jk18x7bins.31,0.107674606,0,0,0.01841588,0.0068838256,0.0052988897,0,0,0.18552175,0.13326086,0.05208661,0.017967679,0,0,0.009563544,0,0.0075281356,0.009957533,0,0
p16x33bins.3,0.016343493,0,0.3197893,0.044299547,0.032425057,1.1420678,0.23863196,0.24514537,0.103926785,0.01682684,0.06837307,0,0.5333363,0.21980128,0.21836849,0.07887009,0,0.0183873,0.0441183,0.04339122
jk18x22bins.103,0.018754702,0.036871713,0.1727982,0.09018381,0.3316905,0.28611928,0.07827536,0.038027633,0.09406021,0.033148013,0.08777567,0.020048607,0.061191116,0.024501631,0.045749243,0.026556462,0.034692634,0.026116576,0.0547079,0.10786463
jk18x25bins.25,0.008906453,0,0,1.0497062,0,0,0,0,0.15720083,0.010842783,0.159517,0,0,0,0,0,0.11120489,0,0,0
p16x57bins.35,0.010180733,0,0.012016035,0.02210422,0.09275141,0.06895117,0.097742975,0.024083814,0.07727678,0.030812198,0.11787577,0.021196308,0.11211527,0.15286465,0,0,0.42421165,0.22669293,0.06338022,0.0155448485
p16x65bins.37,0,0,0.010719337,0,0,0.020168273,0.024972137,0,0.01134014,0,0,0,0.015915802,0,0.06641462,0.027882116,0.012370086,0.09762891,0.7176789,0.3827026
jk18x1bzbins.72,0,1.6150799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jk18x8bins.28,0.30988792,0,0,0,0,0.095572926,0,0,2.64524,1.2179974,1.5853386,0,0.03740714,0,0,0,0.03156486,0,0.07734739,0.030660788
p16x43bins.60,0.006158574,0.04285164,0.06673496,0.10114076,0,0,0,0,0.009634229,0,0,0.008480079,0.043968897,0.055437624,0.4558669,0.07724761,0.04451818,0.06029602,0,0
jk18x11bins.51,0.3892133,0,0,0,0,0,0.018578744,0,0.68070686,0.06275632,7.2967515,0,0,0,0,0,0,0,0,0
