Genome,jk18x11,jk18x1bz,jk18x22,jk18x25,jk18x27,jk18x34,jk18x40,jk18x44,jk18x7,jk18x8,jk18x9,jk18xA,p16x33,p16x34,p16x43,p16x44,p16x57,p16x60,p16x63,p16x65
jk18x11bins.53,0.31576982,0.010516567,0,0.015629208,0.04542117,0.050064303,0.01813057,0,0.19098571,0.5797274,0.28341818,0.008716277,0.027586361,0,0.026603533,0.01294862,0.021425707,0,0.024590537,0.059949853
jk18x7bins.47,0.04071639,0,0.053006843,0.034755036,0.03589616,0.045918327,0.015629794,0,0.36041138,0.057239424,0.39200532,0.008739111,0.029235832,0.036448713,0.0415816,0.01765009,0.016347107,0.050904818,0.027773272,0.013526117
p16x60bins.8,0,0,0.080334686,0.112482086,0.11128676,0.11279081,0,0,0,0,0,0,0,0,0.09859944,0.032825824,0.11211401,0.20899315,0.06289616,0.043240488
p16x65bins.31,0,0,0.031789325,0,0.043635428,0.054042887,0.022460155,0,0.04534084,0,0.038408026,0.022676304,0.046740003,0.09300862,0.047855005,0.019543462,0.0883856,0.121545866,0.28311062,0.34375232
jk18x1bzbins.25,0,3.4461658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p16x65bins.48,0.0068986127,0.10856301,0.070792854,0.056407362,0.02384046,0,0.039999187,0,0.015678177,0,0.016796634,0.07049564,0.03746807,0.026516745,0.023434237,0,0.017174631,0.021347731,0.29431194,0.23534548
p16x63bins.29,0,0,0.23200493,0,0.03620424,0.57761,0.033067975,0.011088717,0.13499273,0,0.035749808,0,0.40973327,1.2470614,0,0,0.21518788,0.04160833,2.2038753,1.017417
jk18x27bins.68,0,0.28480405,0,0.18219075,0.43711206,0.65477616,0.05240226,0.007907267,0,0,0,0,0.04063946,0,0,0,0,0,0,0
jk18x27bins.49,0,0,0,0.27598742,1.1142324,0,0.15537067,0.017393116,0.046596114,0,0,0,0,0,0,0,0,0,0,0
p16x34bins.60,0.005370196,0.02762989,0.073038496,0.060811285,0.034107264,0.13416694,0.04469794,0,0.008239784,0.008666942,0.011366237,0.010179812,0.21505797,0.47311124,0.124087654,0.04598278,0.03660309,0.045887213,0.12094635,0.021144634
p16x34bins.14,0,0.0066055143,0.06230724,0.0070713223,0.033478078,0,0,0,0,0,0,0,0.3059468,0.86193776,0.018259719,0.010197733,0.027349181,0.04767798,0,0
p16x34bins.1,0.005451546,0.0095447395,0.18699734,0.008040338,0.07822759,0,0.03421997,0.012262781,0.008855688,0.014142779,0.023240315,0.08258298,0.21702427,0.49768645,0.015342239,0,0.06943056,0.10362064,0.03047268,0.014838371
jk18x25bins.56,0.010573003,0,0,3.6537056,0.047359552,0.022458255,0.20992379,0.061791234,0.058935802,0,0.007436753,0,0.050967902,0.23697829,0.037696104,0.0113857,0.045938186,0.025768073,0.060461365,0.034030247
jk18x1bzbins.81,0.044919204,0.26770762,0.32998127,0.44104,0.36169633,0.4800138,0.08691512,0.016254917,0.15972002,0.06519775,0.2669008,0.14932443,0.046562914,0.08193751,0.14238305,0.035244092,0.0817994,0.22253701,0.060000744,0.033235196
jk18x7bins.73,0.018619632,0,0,0.19502097,0,0,0,0,1.4776123,0.022934377,0.29887873,0,0,0,0,0,0.09623437,0,0,0
jk18x34bins.36,0.031346183,0.10599765,0.110898316,0.014990735,0,0.20020656,0.009976151,0,0.010784214,0.0400554,0.010007253,0.016504291,0,0,0.06451655,0.03872617,0.024684314,0.08255076,0.006478548,0
jk18x34bins.52,0.0057310998,0,0,0,0,0.73974055,0.012451262,0,0.038764838,0,0.013289435,0,0.016193936,0.01596407,0,0,0,0,0,0
p16x57bins.32,0,0,0.022572158,0,0,0.038749408,0,0,0.036347546,0,0.032386728,0,0.048336267,0.09171512,0.027969388,0.010844793,0.20193473,0.19048916,0.066904515,0.08204916
p16x43bins.26,0.012182523,0.019334607,0.047792893,0.05162025,0.041049995,0.03614299,0.114686854,0.020716596,0.04250837,0.020820985,0.048298813,0.020753354,0.14483705,0.101404406,1.0619998,0.2321086,0.10322382,0.43514833,0.115918614,0.07503036
jk18xAbins.45,0,0.6737877,0.086329214,0.087552,0,0,0.11642825,0.10268552,0,0,0,2.134667,0,0,0,0,0,0,0,0
jk18x8bins.13,0.25756016,0,0.073785156,0,0.14634803,0.18183671,0,0,0.42148143,0.42023402,0.52710676,0,0,0,0,0,0,0,0.010927559,0
p16x60bins.11,0.014722857,0.018810881,0.013101834,0.035983037,0.12793972,0.1159672,0.02905622,0.014712587,0.066065334,0.024011854,0.05904695,0.011922715,0.22092707,0.07610138,0.06573866,0.044019137,0.129578,0.31422228,0.08549952,0.22442092
p16x57bins.38,0.022877062,0.049186565,0.06825411,0.15172297,0.16853708,0.070664644,0.08608755,0.022311144,0.056799185,0.028482087,0.099382766,0.03056292,0.038244233,0.09229228,0,0.0075029773,0.26949006,0.36281115,0,0
p16x57bins.39,0.029525483,0.07823448,0.07013951,0.08008578,0.07170228,0,0.0109901065,0,0.047635324,0.038401272,0.05891303,0,0.048789904,0.05542338,0.078672536,0.18372028,2.4906766,4.9263043,0.011136423,0
jk18x34bins.64,0.009467804,0,0,0,0,0.30313265,0.011364424,0,0,0.015332949,0,0,0.045468066,0,0,0,0,0,0,0
p16x63bins.52,0,0,0.020100504,0.010761929,0.007936489,0,0,0,0.038501002,0,0,0.009701496,0.037128452,0.021694258,0.010715114,0,0,0,0.8932927,0.49840546
jk18x7bins.104,0.07493095,0,0.046417665,0,0,0,0.061328825,0.0070553385,0.20049845,0.112730235,0.17309368,0,0,0,0,0,0,0,0,0
p16x57bins.45,0.010889125,0.015524652,0.041384052,0.03483218,0.034335062,0.03092804,0.1031095,0.01888954,0.03894101,0.020249449,0.04360988,0.019157188,0.13437736,0.0818103,0.14370234,0.036566813,0.3184803,0.3260198,0.07646789,0.07391321
jk18x22bins.75,0.010255979,0.03964598,0.390232,0.092968166,0.046170045,0.023512904,0.067177296,0.011514478,0.08005613,0.025949849,0.120521,0.032591827,0.031427033,0,0,0,0,0,0.04566,0.010601388
